order_id,Sum of price,product_id,quantity
1000058,58.5,13189,1
1000058,31.5,3803,1
1000058,39.75,3950,1
1000058,74.25,5527,1
1000058,16.5,8813,1
1000059,49.5,4838,1
1000059,18,7038,4
1000059,22.5,8133,1
1000060,21.75,5364,2
1000060,30.75,6889,3
1000061,21.75,1092,1
1000061,57.75,12109,1
1000061,18,1381,1
1000061,34.5,3810,1
1000061,74.25,901,1
1000062,21.75,11150,1
1000062,51.75,11335,1
1000062,51.75,12288,1
1000062,26.25,16073,1
1000062,21.75,1787,1
1000062,21,3107,1
1000062,51.75,4004,1
1000062,66.75,4029,1
1000062,92.25,4875,1
1000062,59.25,9736,1
1000063,31.5,4861,1
1000064,24.75,11214,1
1000064,14.25,15831,1
1000064,15,8165,1
1000065,59.25,12948,1
1000066,44.25,12588,1
1000066,65.25,1473,1
1000066,59.25,1741,1
1000066,56.25,2093,1
1000066,21.75,2110,1
1000066,95.25,4405,1
1000066,21.75,6411,1
1000066,89.25,9965,1
1000067,58.5,4801,1
1000067,68.25,9530,1
1000068,60,1065,1
1000068,96.75,252,1
1000068,81.75,4549,1
1000068,134.25,5470,1
1000068,60,9508,1
1000069,21.75,1092,3
1000069,59.25,11455,1
1000069,55.5,154,4
1000069,49.5,19129,1
1000069,31.5,19610,1
1000069,123.75,2030,1
1000069,57,2946,1
1000069,57.75,3466,1
1000069,74.25,3527,1
1000069,59.25,4434,1
1000069,44.25,5587,1
1000069,116.25,6217,1
1000069,29.25,7715,1
1000069,44.25,9887,1
1000070,34.5,3810,1
1000071,29.25,5170,1
1000071,59.25,7186,1
1000072,118.5,10307,3
1000072,29.25,2576,1
1000072,14.25,4164,1
1000072,62.25,4203,1
1000073,29.25,326,1
1000073,44.25,5587,1
1000073,42.75,7066,1
1000074,59.25,4434,1
1000074,59.25,7186,1
1000074,56.25,8794,1
1000075,44.25,12588,1
1000075,44.25,2716,1
1000075,44.25,3369,1
1000076,74.25,1658,1
1000076,74.25,19850,1
1000076,132,2107,1
1000076,74.25,3668,1
1000076,29.25,5170,1
1000076,32.25,5360,1
1000076,30.75,6591,1
1000076,33,6931,1
1000076,74.25,7816,1
1000076,66.75,8830,1
1000076,59.25,9366,1
1000076,29.25,941,1
1000077,29.25,1010,1
1000077,107.25,1972,1
1000077,81.75,1997,1
1000077,96.75,3419,1
1000077,104.25,3607,1
1000077,31.5,3813,1
1000077,170.25,4033,1
1000077,96,409,1
1000077,26.25,4551,1
1000077,61.5,4778,1
1000077,43.5,5123,1
1000077,14.25,5825,1
1000077,33,6931,1
1000077,47.25,7649,1
1000077,30,8548,1
1000077,81.75,8865,1
1000077,45,8928,1
1000078,141.75,11070,1
1000078,33.75,900,1
1000079,113.25,1569,1
1000079,34.5,2798,1
1000079,72,3422,1
1000079,39.75,3950,1
1000079,56.25,6115,1
1000080,31.5,1508,1
1000081,59.25,7186,1
1000081,56.25,8794,1
1000082,42,1125,1
1000082,56.25,2093,1
1000082,21.75,5825,1
1000082,59.25,9525,1
1000082,26.25,9950,1
1000083,30.75,5391,1
1000084,74.25,11455,1
1000084,76.5,3192,1
1000084,35.25,5525,1
1000085,36.75,3858,1
1000085,26.25,8270,1
1000086,104.25,1823,1
1000086,44.25,5345,1
1000086,33.75,5467,1
1000086,74.25,5739,1
1000086,68.25,9530,1
1000087,44.25,10133,1
1000087,15.75,12291,7
1000087,30.75,1754,1
1000087,14.25,4164,1
1000087,44.25,5570,1
1000088,36.75,10727,1
1000088,29.25,1508,1
1000088,22.5,16789,1
1000088,14.25,2924,1
1000088,14.25,3089,1
1000088,36.75,4741,1
1000089,295.5,4513,1
1000090,30,1340,1
1000090,46.5,8010,1
1000091,141.75,1109,1
1000091,112.5,1505,1
1000091,37.5,1932,1
1000091,112.5,3305,1
1000091,47.25,3353,1
1000091,96.75,3419,1
1000091,108.75,3487,1
1000091,115.5,4581,1
1000091,93,5234,1
1000091,109.5,5763,1
1000091,112.5,754,1
1000092,114,10396,1
1000092,15,1903,1
1000092,74.25,3527,1
1000092,261.75,3586,1
1000092,49.5,5343,1
1000092,84,5363,1
1000092,96.75,5791,1
1000092,756,61,1
1000092,194.25,7690,1
1000092,117,7869,1
1000092,61.5,9594,1
1000093,54,10367,1
1000093,15.75,12291,1
1000093,21.75,15710,4
1000093,68.25,16970,1
1000093,26.25,2708,1
1000093,21.75,3802,2
1000093,104.25,401,1
1000093,27,4529,1
1000093,51.75,4649,1
1000093,54.75,5137,1
1000093,44.25,5570,1
1000093,14.25,5825,1
1000093,21.75,608,4
1000093,14.25,7008,1
1000093,30.75,791,1
1000093,23.25,8026,1
1000094,74.25,12588,1
1000094,216.75,2296,1
1000094,63,4434,1
1000094,74.25,7756,1
1000094,41.25,9414,1
1000095,44.25,3369,1
1000095,56.25,5949,1
1000095,59.25,7756,1
1000096,22.5,1328,1
1000096,39.75,3950,1
1000097,44.25,1478,1
1000097,29.25,2103,1
1000098,162,278,1
1000099,72,6648,1
1000100,33,6667,1
1000101,72.75,2917,1
1000101,34.5,3810,1
1000101,111.75,5917,1
1000101,59.25,7186,1
1000102,21.75,12291,1
1000102,105.75,2215,1
1000102,80.25,3985,1
1000102,31.5,7635,1
1000102,49.5,7746,1
1000102,26.25,9950,1
1000103,37.5,2005,1
1000103,28.5,4752,1
1000103,47.25,8770,1
1000104,89.25,1252,1
1000104,57,2538,1
1000104,29.25,344,1
1000104,34.5,3673,1
1000104,147,4462,1
1000104,59.25,5049,1
1000104,26.25,7179,1
1000104,59.25,7756,1
1000104,81,8073,1
1000105,89.25,1687,1
1000105,169.5,2327,1
1000105,18,4686,1
1000105,78.75,6393,1
1000105,155.25,6615,1
1000106,96.75,4400,1
1000106,44.25,5570,1
1000107,104.25,2245,1
1000107,66,3790,1
1000107,210,5224,1
1000108,59.25,11455,1
1000108,192,14329,1
1000108,66,329,1
1000108,58.5,4194,1
1000108,50.25,4898,1
1000108,60.75,492,1
1000108,27,6485,1
1000108,89.25,7554,1
1000108,30.75,8650,1
1000108,56.25,8794,1
1000109,39,1585,1
1000109,57.75,2589,1
1000110,48.75,17630,1
1000110,63.75,6893,1
1000111,44.25,2716,1
1000111,45,928,1
1000112,72.75,13670,1
1000112,59.25,1483,1
1000112,96.75,432,1
1000112,89.25,5481,1
1000113,74.25,5709,1
1000113,42.75,5925,1
1000114,86.25,11870,1
1000114,29.25,14749,1
1000114,59.25,2738,1
1000114,34.5,3810,1
1000114,81.75,4776,1
1000114,66,5394,1
1000114,207,7365,1
1000114,36,9769,1
1000115,12.75,12077,1
1000115,38.25,12531,1
1000115,57.75,2589,1
1000115,44.25,2716,1
1000115,44.25,3369,1
1000115,96.75,3766,1
1000115,105,4253,1
1000115,81.75,7090,1
1000115,59.25,7186,1
1000116,69.75,1578,1
1000116,56.25,18350,1
1000116,59.25,4457,1
1000116,59.25,9366,1
1000117,65.25,1473,1
1000117,21,3107,1
1000117,66.75,4029,1
1000117,16.5,4164,1
1000118,37.5,1974,1
1000118,63.75,2380,1
1000118,59.25,2738,1
1000118,19.5,3852,1
1000119,29.25,14749,1
1000119,36.75,14753,1
1000119,63.75,4547,1
1000119,37.5,6681,1
1000119,59.25,9366,1
1000120,66,329,1
1000120,29.25,344,1
1000120,29.25,5598,2
1000121,56.25,8794,2
1000122,22.5,9424,1
1000123,44.25,14451,1
1000123,96.75,6890,6
1000124,56.25,18350,1
1000125,42,1125,1
1000125,12,3921,1
1000125,23.25,4163,1
1000125,116.25,6217,1
1000126,33.75,7312,1
1000127,59.25,3561,1
1000127,60,3672,1
1000127,21.75,5493,1
1000128,82.5,11989,2
1000129,59.25,1988,1
1000129,57.75,2589,1
1000129,117,4527,1
1000129,72,7611,1
1000130,21,3107,1
1000130,68.25,4231,1
1000130,63.75,7589,1
1000131,150.75,3854,1
1000131,33.75,7312,1
1000132,44.25,8750,1
1000132,66.75,8830,1
1000132,37.5,9364,1
1000133,164.25,380,1
1000134,21.75,1092,1
1000134,27,11452,1
1000134,27,1836,1
1000134,59.25,2738,1
1000134,95.25,3668,1
1000134,36.75,368,1
1000134,29.25,5206,1
1000134,21.75,5493,1
1000134,29.25,6438,1
1000135,96.75,3419,1
1000136,44.25,10133,1
1000136,20.25,201,1
1000137,57.75,12109,1
1000137,29.25,14749,1
1000137,44.25,1694,1
1000137,45,5467,1
1000137,102,7535,1
1000137,44.25,9354,1
1000138,51.75,12288,1
1000138,183.75,5662,1
1000138,62.25,8670,1
1000139,21,3107,1
1000139,42.75,5925,1
1000140,51.75,12288,1
1000140,75,2334,1
1000140,44.25,912,1
1000141,177,10228,1
1000141,111.75,933,8
1000142,30.75,1145,1
1000142,51.75,16969,1
1000142,51.75,2080,1
1000142,68.25,2617,1
1000142,14.25,3089,2
1000142,39.75,3197,1
1000142,31.5,336,1
1000142,39.75,3950,1
1000142,15.75,9467,2
1000143,13.5,1227,1
1000143,51.75,14932,1
1000143,27,700,1
1000144,59.25,7850,1
1000145,30,1145,1
1000145,30,1302,1
1000146,65.25,10187,1
1000146,74.25,11657,1
1000146,56.25,2093,1
1000146,87,2641,1
1000146,27.75,2870,1
1000146,149.25,3450,1
1000146,39.75,3950,1
1000146,108,4411,1
1000146,44.25,4636,1
1000146,56.25,5949,1
1000146,141.75,6441,1
1000146,120.75,6605,1
1000146,50.25,6813,1
1000146,96.75,6890,1
1000147,29.25,10135,1
1000147,89.25,1687,1
1000147,141.75,2675,1
1000147,44.25,2716,1
1000147,83.25,451,1
1000147,57.75,4536,1
1000148,27,1332,3
1000149,56.25,2153,1
1000149,139.5,3006,1
1000149,44.25,4343,1
1000149,134.25,4756,1
1000149,81.75,5411,1
1000149,44.25,912,1
1000150,59.25,2738,1
1000150,66.75,4029,1
1000150,59.25,7850,1
1000151,21.75,11690,1
1000151,51,2538,1
1000151,66.75,3074,1
1000151,74.25,621,1
1000151,44.25,7968,1
1000152,36.75,1652,1
1000152,171.75,1877,1
1000152,56.25,2914,1
1000152,201.75,8530,1
1000153,59.25,1741,1
1000153,56.25,5949,1
1000153,44.25,7968,1
1000154,38.25,12531,1
1000154,59.25,7756,1
1000155,26.25,1848,1
1000155,21,3107,1
1000155,81,6034,1
1000155,62.25,752,1
1000155,26.25,8105,1
1000156,207.75,6529,1
1000156,47.25,7325,3
1000157,44.25,1238,1
1000157,88.5,2372,1
1000157,44.25,2716,1
1000158,59.25,1741,1
1000158,56.25,2093,1
1000158,59.25,2738,1
1000159,74.25,4267,1
1000159,59.25,4457,1
1000159,59.25,9366,1
1000160,47.25,8770,1
1000161,36,1844,1
1000161,44.25,2469,4
1000161,36,297,1
1000161,48,3911,1
1000162,56.25,2093,1
1000162,60.75,7432,1
1000162,59.25,9366,1
1000163,44.25,6436,1
1000164,123.75,2030,1
1000164,67.5,2929,1
1000164,61.5,4778,1
1000164,104.25,5007,1
1000164,27.75,5929,1
1000164,156.75,7624,1
1000164,57,8885,1
1000165,14.25,20271,1
1000165,27.75,2870,1
1000165,30,3342,1
1000165,127.5,7596,1
1000166,21.75,10950,1
1000166,169.5,2327,1
1000166,18,3089,1
1000166,19.5,3852,1
1000166,57.75,4536,1
1000166,21.75,6012,1
1000166,29.25,706,1
1000166,56.25,8794,1
1000166,59.25,9736,1
1000167,48.75,10265,1
1000167,89.25,12710,1
1000167,51.75,14932,1
1000167,47.25,1568,1
1000167,27.75,2870,1
1000167,19.5,3852,1
1000167,59.25,3965,2
1000167,44.25,4343,1
1000167,43.5,4529,1
1000167,44.25,4611,1
1000167,44.25,5345,1
1000167,119.25,5687,1
1000167,96,6627,1
1000167,44.25,912,1
1000168,66,15592,1
1000168,39.75,1920,1
1000168,88.5,2245,1
1000168,21.75,4162,1
1000169,21.75,1092,1
1000169,21.75,10950,1
1000169,33,11214,1
1000169,51.75,1159,1
1000169,57.75,12109,1
1000169,13.5,1227,1
1000169,72,3774,1
1000169,39.75,3950,1
1000169,21.75,431,2
1000169,144.75,7030,1
1000170,64.5,11633,1
1000170,74.25,11657,1
1000170,24,1754,1
1000170,449.25,19069,1
1000170,56.25,2093,1
1000170,127.5,3087,1
1000170,186.75,4388,1
1000170,39,6048,1
1000170,62.25,8250,1
1000171,11.25,3615,1
1000172,20.25,201,3
1000172,18,7038,1
1000173,57.75,2589,1
1000173,34.5,3810,1
1000173,18,8165,3
1000174,30,1355,1
1000174,36.75,14753,1
1000174,27.75,2870,1
1000174,37.5,3870,1
1000174,43.5,4529,1
1000174,119.25,4669,1
1000174,21.75,5825,1
1000174,36.75,6226,1
1000174,66,8234,1
1000175,129,417,1
1000175,74.25,5049,1
1000175,44.25,5934,1
1000175,164.25,7769,1
1000175,81.75,8794,1
1000176,72.75,13670,1
1000176,72,38,1
1000176,25.5,4911,4
1000176,23.25,5056,1
1000176,27,6267,1
1000177,27,1332,1
1000178,21,3107,1
1000178,17.25,4891,1
1000178,84,7073,1
1000178,60,7637,1
1000179,43.5,4529,1
1000180,56.25,2093,1
1000180,21,3107,1
1000181,44.25,10133,1
1000181,77.25,12589,1
1000181,65.25,1473,1
1000181,18,180,1
1000181,171,1978,1
1000181,56.25,2093,1
1000181,72,305,1
1000181,62.25,3603,1
1000181,99,4471,1
1000181,134.25,4635,1
1000181,16.5,4666,1
1000181,45.75,522,1
1000181,41.25,6090,1
1000181,179.25,7055,1
1000181,168,792,1
1000181,81.75,8416,1
1000182,21.75,10950,1
1000182,56.25,2093,1
1000182,18,3089,1
1000182,63.75,7589,1
1000182,141.75,9049,1
1000183,29.25,16490,1
1000183,44.25,2716,1
1000183,81,6034,1
1000183,100.5,9862,1
1000184,51,3374,1
1000184,21.75,6411,2
1000185,48.75,10265,7
1000185,74.25,11089,1
1000185,42.75,8829,1
1000185,45,928,1
1000186,56.25,2093,1
1000187,29.25,4861,1
1000187,111.75,5917,1
1000188,30.75,1754,1
1000188,66,329,1
1000188,74.25,4100,1
1000188,14.25,5825,1
1000188,110.25,6035,1
1000188,95.25,81,1
1000188,48,8250,1
1000188,89.25,9965,1
1000189,59.25,1741,1
1000189,81.75,8416,1
1000190,74.25,1741,1
1000190,81.75,2093,1
1000190,74.25,7186,1
1000190,59.25,9736,1
1000191,26.25,5327,1
1000192,96.75,12770,1
1000192,36.75,1392,1
1000192,24.75,2676,1
1000192,21.75,5825,1
1000192,134.25,80,1
1000192,66.75,8830,1
1000192,26.25,9950,1
1000193,59.25,11455,1
1000193,48.75,17630,1
1000193,72.75,4521,1
1000194,21.75,1092,1
1000194,44.25,5345,1
1000194,44.25,6511,1
1000195,81.75,5411,1
1000196,20.25,201,1
1000196,50.25,236,1
1000196,44.25,4611,1
1000196,44.25,5345,1
1000197,81,6034,1
1000198,33.75,7025,1
1000199,41.25,1275,1
1000199,101.25,303,1
1000199,149.25,3946,1
1000199,30,4598,1
1000199,203.25,7055,1
1000200,59.25,1741,1
1000200,27,1966,4
1000200,56.25,2093,1
1000200,134.25,3397,1
1000200,109.5,5886,1
1000200,78.75,6393,1
1000200,81.75,7090,1
1000200,56.25,8794,1
1000201,156.75,3909,1
1000202,59.25,1741,1
1000202,59.25,5049,1
1000202,74.25,6091,1
1000203,74.25,5287,1
1000203,48.75,6648,1
1000203,60,9508,1
1000204,21.75,1092,1
1000204,24.75,1359,1
1000204,14.25,2924,1
1000204,36.75,368,1
1000204,18,4606,1
1000204,30.75,7312,1
1000205,21,3107,1
1000205,74.25,5739,1
1000205,37.5,7713,1
1000205,53.25,8115,1
1000206,59.25,1988,1
1000206,56.25,2093,1
1000206,267.75,2255,1
1000206,127.5,3087,1
1000206,18,3544,1
1000207,59.25,11455,1
1000207,56.25,2093,1
1000207,81.75,5411,1
1000208,59.25,4457,1
1000209,29.25,10135,1
1000209,32.25,2474,1
1000209,74.25,3429,1
1000209,11.25,8711,2
1000210,44.25,1190,1
1000210,78.75,2560,1
1000210,59.25,4314,1
1000211,367.5,4099,1
1000212,74.25,2740,1
1000212,55.5,8754,1
1000213,134.25,1155,1
1000213,1094.25,3680,1
1000214,39.75,3950,1
1000215,74.25,11657,1
1000215,51.75,14932,1
1000215,36.75,2115,1
1000215,21.75,2365,1
1000215,43.5,4529,1
1000215,21.75,536,1
1000215,48.75,8390,1
1000215,66.75,8830,1
1000216,123.75,2030,1
1000216,14.25,2924,1
1000216,66.75,8830,1
1000217,50.25,10371,1
1000217,91.5,2627,1
1000218,44.25,10133,1
1000218,45,19071,1
1000218,39.75,3950,1
1000218,74.25,4322,1
1000219,46.5,1458,1
1000219,46.5,3768,1
1000219,34.5,3810,1
1000219,74.25,5527,1
1000219,156.75,5988,1
1000219,119.25,6754,1
1000220,29.25,1508,1
1000220,21.75,3785,1
1000220,18,4139,1
1000220,18.75,4891,1
1000220,26.25,7179,1
1000221,59.25,1006,1
1000221,26.25,16073,1
1000221,37.5,3870,1
1000221,39.75,3950,1
1000222,74.25,1658,1
1000222,27.75,2870,1
1000222,49.5,4838,1
1000222,179.25,6348,1
1000222,56.25,7031,1
1000223,69.75,1054,1
1000223,38.25,3371,1
1000223,195,4277,1
1000223,71.25,6873,1
1000223,79.5,7385,1
1000224,156.75,3909,1
1000224,44.25,4086,1
1000225,56.25,2093,1
1000226,36.75,19252,1
1000226,51,3374,1
1000226,44.25,5570,1
1000227,89.25,5481,1
1000227,31.5,6731,1
1000228,60,2212,1
1000228,63.75,2380,1
1000228,30.75,4413,1
1000229,14.25,7008,1
1000229,75,7433,1
1000229,29.25,7491,1
1000230,111.75,1747,1
1000230,96,2929,1
1000230,36.75,4146,1
1000230,21.75,5364,9
1000230,61.5,9594,1
1000231,59.25,1483,1
1000231,14.25,2924,1
1000231,26.25,3172,1
1000231,96.75,5894,1
1000232,21.75,12291,1
1000232,108.75,8109,1
1000232,17.25,9467,1
1000233,47.25,8770,1
1000233,59.25,9366,1
1000234,21.75,10950,1
1000234,30,1935,1
1000234,21.75,4350,1
1000234,21.75,6012,3
1000234,29.25,7109,3
1000234,29.25,8934,1
1000235,112.5,399,1
1000235,74.25,4267,1
1000235,59.25,4434,1
1000235,115.5,4581,1
1000235,27,7871,1
1000235,35.25,8231,1
1000236,24,1754,1
1000236,37.5,2005,1
1000236,59.25,22010,1
1000236,51.75,2776,1
1000236,60,7637,1
1000237,105,10218,1
1000237,30,11010,1
1000237,29.25,1508,1
1000237,113.25,1569,1
1000237,154.5,175,1
1000237,68.25,2406,1
1000237,21.75,2476,7
1000237,39.75,3950,1
1000237,72.75,4521,1
1000237,29.25,4861,2
1000237,71.25,5632,1
1000237,30,5890,1
1000237,30,6012,1
1000237,39,6124,1
1000237,48.75,6648,1
1000237,36,8150,1
1000238,69.75,1054,1
1000238,36,9769,1
1000239,42.75,5214,1
1000240,36.75,5214,1
1000241,81.75,4776,1
1000242,96.75,3419,1
1000243,21,3107,1
1000244,59.25,7850,2
1000245,17.25,1498,5
1000245,34.5,3810,1
1000245,17.25,7274,4
1000246,21.75,2121,1
1000246,41.25,8661,1
1000247,59.25,1741,1
1000247,45.75,522,1
1000248,51.75,1159,1
1000248,149.25,1636,1
1000249,21.75,1288,1
1000249,87.75,2438,1
1000249,18,2979,1
1000249,21.75,3885,1
1000250,54.75,8089,1
1000251,59.25,1988,3
1000252,19.5,3852,1
1000252,47.25,8,1
1000252,44.25,814,1
1000252,141,9347,1
1000253,81.75,7090,1
1000253,44.25,7968,1
1000254,117.75,1251,1
1000254,24,3725,1
1000254,129,417,1
1000254,30.75,5391,1
1000254,18.75,5509,1
1000254,134.25,80,1
1000254,59.25,9366,1
1000254,96.75,9797,1
1000255,17.25,1487,1
1000255,17.25,1547,9
1000255,71.25,2952,1
1000255,17.25,7274,1
1000255,86.25,9136,1
1000256,31.5,1508,1
1000256,63.75,2380,1
1000256,52.5,335,1
1000256,60,3457,1
1000256,34.5,3810,1
1000256,71.25,8145,1
1000256,51.75,9832,1
1000257,56.25,2093,1
1000258,44.25,10133,5
1000258,22.5,2113,1
1000258,43.5,2680,1
1000258,12,3921,1
1000258,43.5,4529,1
1000258,44.25,5570,1
1000258,36.75,6226,2
1000258,62.25,6305,1
1000259,71.25,13312,1
1000259,21.75,2110,1
1000259,21.75,5493,1
1000259,71.25,9709,1
1000260,59.25,4434,1
1000260,74.25,4470,1
1000261,21.75,1092,2
1000261,49.5,19129,1
1000261,39.75,1920,1
1000261,66,460,1
1000261,39.75,6617,1
1000261,23.25,8026,1
1000262,56.25,18350,1
1000262,59.25,4434,1
1000263,51.75,11335,1
1000263,44.25,1826,1
1000263,48.75,6648,1
1000264,48.75,1662,1
1000264,81.75,8865,1
1000265,72.75,3847,1
1000265,56.25,8794,1
1000266,57.75,12109,1
1000266,36.75,4146,1
1000267,74.25,11089,1
1000267,59.25,12948,1
1000267,51.75,16969,1
1000267,61.5,4609,1
1000267,17.25,4891,1
1000267,15.75,526,1
1000267,17.25,6868,1
1000267,33,6931,1
1000267,81.75,7818,1
1000267,11.25,8711,1
1000268,16.5,4164,1
1000268,24.75,52,1
1000268,11.25,8711,1
1000268,89.25,879,1
1000269,109.5,5763,1
1000270,69.75,1054,1
1000270,156.75,1659,1
1000270,169.5,2327,1
1000270,89.25,2832,1
1000270,99,4471,1
1000270,44.25,5570,1
1000270,73.5,6345,1
1000270,71.25,8145,1
1000270,103.5,860,1
1000271,74.25,11657,1
1000271,47.25,8770,1
1000272,27.75,2870,1
1000272,93,5284,1
1000272,86.25,9136,1
1000273,31.5,1508,1
1000273,59.25,22010,1
1000273,35.25,2576,1
1000273,20.25,3947,1
1000273,57.75,4536,1
1000273,74.25,6091,1
1000273,109.5,73,1
1000273,108.75,8395,1
1000273,26.25,9950,1
1000274,59.25,15052,1
1000274,59.25,22010,1
1000275,89.25,1687,1
1000275,66.75,2410,1
1000275,59.25,285,1
1000275,56.25,2914,1
1000275,134.25,4756,1
1000276,27.75,1564,1
1000276,61.5,1886,1
1000276,51,9545,1
1000276,132.75,965,1
1000277,21.75,11150,1
1000277,48.75,1282,1
1000277,36.75,14753,1
1000277,78.75,1713,1
1000277,48.75,2537,1
1000277,21.75,3077,1
1000277,57,6263,1
1000277,36.75,7293,1
1000277,108.75,8109,1
1000277,36,9769,1
1000278,194.25,18050,1
1000278,117,2254,1
1000278,72,2380,1
1000278,95.25,3154,1
1000278,57,5078,1
1000278,54.75,6757,1
1000278,56.25,8794,1
1000279,29.25,1010,1
1000279,44.25,1694,1
1000279,27,6267,1
